chapter,character,line
2,Chidi Anagonye,You're an only child.
2,Chidi Anagonye,"Your favorite show is something called The Real Housewives of Atlanta, and your favorite book is Kendall Jenner's Instagram feed."
2,Eleanor Shellstrop,How did you know all that?
2,Chidi Anagonye,Because you are constantly talking about yourself.
2,Chidi Anagonye,You are the most self-obsessed person I have ever met.
2,Eleanor Shellstrop,You should see Kendall Jenner's Instagram feed.
2,Chidi Anagonye,"Okay, this is my fear about you, Eleanor."
2,Chidi Anagonye,You are too selfish to ever be a good person.
2,Eleanor Shellstrop,"Well, I think you're wrong."
2,Chidi Anagonye,"What country am I from, again?"
2,Eleanor Shellstrop,Sen�sodyne.
2,Chidi Anagonye,That is a brand of toothpaste.
2,Chidi Anagonye,"Look, the only thing that you are concerned with is your own happiness."
2,Chidi Anagonye,That's your problem.
2,Eleanor Shellstrop,"Okay, names in the hat."
2,Eleanor Shellstrop,Time to pick a designated driver.
2,Eleanor Shellstrop,And the loser is� Betsy.
2,Betsy,"Wait, you never get picked, and you're always the one who draws the name."
2,Betsy,Let me see that.
2,Eleanor Shellstrop,There's no need.
2,Eleanor Shellstrop,"Everyone here believes in my integrity 100%, right, guys?"
2,Betsy,Give it to me.
2,Eleanor Shellstrop,"For the record� I did that out of principle, because it absolutely had your name on it."
2,Betsy,"If I check the other ones, I can figure it out by process of elimination."
2,Eleanor Shellstrop,"Again, out of principle."
2,Eleanor Shellstrop,"Let it wash over you, Betsy."
2,Eleanor Shellstrop,This is what integrity looks like.
2,Michael,"All right, everyone, let's get started."
2,Michael,Things have settled down.
2,Michael,Phew!
2,Michael,"So hopefully, we're off and running."
2,Michael,"Welcome to orientation, day two."
2,Michael,"Now, today we're gonna start with something that everyone has always wanted to do."
2,Michael,Flying.
2,Michael,"Now that you're dead, let's live a little, right?"
2,Tahani Al-Jamil,"Uh, sorry."
2,Tahani Al-Jamil,"Uh, Michael?"
2,Tahani Al-Jamil,If� if I might?
2,Tahani Al-Jamil,"I was just thinking, earlier today in all of the chaos, large swaths of this neighborhood were destroyed."
2,Tahani Al-Jamil,We thought perhaps some of us could volunteer to help clean up the debris.
2,Tahani Al-Jamil,"You know, it's quite a fun way to band together as a community, isn't that right, Jianyu?"
2,Tahani Al-Jamil,"Oh, uh, yeah, sorry."
2,Tahani Al-Jamil,"For those of you who don't know, my soulmate, Jianyu here, is a Buddhist monk."
2,Tahani Al-Jamil,"He took a vow of silence that he's still observing, even here, in The Good Place."
2,Tahani Al-Jamil,It's truly inspiring.
2,Michael,"Well, Tahani, it's not really your job to clean up, but I suppose there's no harm if you really want to."
2,Tahani Al-Jamil,"Oh, well, hurrah."
2,Tahani Al-Jamil,"We need about, uh, 12 volunteers."
2,Michael,Oh!
2,Eleanor Shellstrop,I can't believe all these people are passing on flying to pick up garbage all day.
2,Eleanor Shellstrop,"Have fun, nerds."
2,Eleanor Shellstrop,I'll be soaring through the air like a forkin' bird.
2,Chidi Anagonye,Eleanor and I would love to help.
2,Tahani Al-Jamil,Ah.
2,Tahani Al-Jamil,"Hurrah, hurrah."
2,Tahani Al-Jamil,Yay.
2,Eleanor Shellstrop,Dude.
2,Chidi Anagonye,You want to prove you're not selfish?
2,Chidi Anagonye,Here's the perfect test.
2,Chidi Anagonye,"There's something fun that you want to do, and then there's something less fun that people are doing for the common good."
2,Chidi Anagonye,Which do you choose?
2,Janet,Have fun.
2,Man 1,Hey!
2,Man 2,"Oh, hey!"
2,Man 3,"Aw, yeah!"
2,Man 4,All right!
2,Jessica,Whoo!
2,Eleanor Shellstrop,"Hey, up there."
2,Eleanor Shellstrop,"Having fun, or does it maybe suck, probably?"
2,Jessica,"Well, I wouldn't call it fun."
2,Jessica,"I'd say it's like 50 million simultaneous orgasms, but better."
2,Jessica,How's volunteer garbage pickup?
2,Eleanor Shellstrop,About the same.
2,Jessica,Great!
2,Jessica,Whee!
2,Tahani Al-Jamil,"You know, this really reminds me of my time in Vietnam, picking up mortar shells with my godmother, Diana."
2,Tahani Al-Jamil,Doesn't really matter of what she's a princess of.
2,Tahani Al-Jamil,It's not really important.
2,Michael,Tahani!
2,Michael,How goes the cleaning?
2,Tahani Al-Jamil,"Oh, swimmingly, Michael."
2,Tahani Al-Jamil,"And I have to say this neighborhood that you've built is truly a masterpiece, the likes of which I've never seen."
2,Tahani Al-Jamil,And I've been to Johnny Depp's private bird sanctuary.
2,Michael,"Well, thank you."
2,Michael,That's very kind of you to say.
2,Michael,But it's also dead wrong.
2,Michael,This neighborhood is a disaster.
2,Michael,"See, I must have made a mistake somewhere."
2,Michael,"And it led to all this chaos, and now I'm just� I'm just terrified that it's gonna happen again."
2,Michael,"I'm trying to put a good face on� uh, well, this face that I've constructed for myself."
2,Michael,"But the truth is, I� I'm just miserable."
2,Michael,I have to go.
2,Michael,Thank you so much for your service.
2,Tahani Al-Jamil,"Oh, no."
2,Tahani Al-Jamil,Powerful people do not handle failure well.
2,Tahani Al-Jamil,Michael could be heading for a total meltdown.
2,Tahani Al-Jamil,"Soulmate, are you thinking what I'm thinking?"
2,Tahani Al-Jamil,Should we say it at the same time?
2,Tahani Al-Jamil,All right.
2,Tahani Al-Jamil,"One, two, three."
2,Tahani Al-Jamil,We must help Michael.
2,Tahani Al-Jamil,"Oh, you sly devil."
2,Tahani Al-Jamil,"You're going to keep me on my toes, aren't you?"
2,Tahani Al-Jamil,"All right, come on."
2,Tahani Al-Jamil,Let's go.
2,Antonio,"Oh, boy!"
2,Eleanor Shellstrop,"Hey, Gunnar! Hey, Antonio!"
2,Gunnar,"Hey, Eleanor. Isn't this great?"
2,Eleanor Shellstrop,"Uh, yeah."
2,Eleanor Shellstrop,"When I thought of the afterlife, I totally pictured being an unpaid, non-flying janitor."
2,Antonio,"Us, too!"
2,Eleanor Shellstrop,You guys are so fun.
2,Eleanor Shellstrop,Just relentlessly fun.
2,Eleanor Shellstrop,"I keep thinking, ""When are they gonna stop being fun?"""
2,Eleanor Shellstrop,And the answer is never.
2,Eleanor Shellstrop,You're never gonna stop.
2,Eleanor Shellstrop,"Well, I have had a pretty full day of being unselfish."
2,Eleanor Shellstrop,I've made some new friends.
2,Eleanor Shellstrop,My area's almost garbage-free.
2,Eleanor Shellstrop,"So you're gonna help me figure out how to stay, right?"
2,Chidi Anagonye,"Well, that is a really tough question."
2,Chidi Anagonye,"Most great philosophers would say helping you is pointless, that you can't try to be good, especially when your motivations are so obviously corrupt."
2,Eleanor Shellstrop,"Yeah, but what do most great philosophers know?"
2,Chidi Anagonye,"On the other hand, Aristotle thought that moral virtue is something that you could get better at."
2,Chidi Anagonye,He� he compared it to playing the flute.
2,Chidi Anagonye,"The more you practice, the more you improve."
2,Eleanor Shellstrop,Aristotle!
2,Eleanor Shellstrop,"That's my boy, right there."
2,Eleanor Shellstrop,He was the best.
2,Eleanor Shellstrop,"I mean, most people agree he was the best one."
2,Eleanor Shellstrop,"So it sounds to me like you are onboard the ""Help Eleanor"" train."
2,Chidi Anagonye,"Well, I've narrowed it down to two possibilities, yes and no."
2,Eleanor Shellstrop,"Well, no worries."
2,Eleanor Shellstrop,Just hit me up when you're done weighing my life in your hands.
2,Eleanor Shellstrop,I'll just keep doing what I do best: being super considerate and selfless.
2,Eleanor Shellstrop,"Hey, guys."
2,Betsy,"Okay, Eleanor, reminder."
2,Betsy,"We switched to a rotating system for choosing a designated driver, and it's your turn."
2,Eleanor Shellstrop,Got it.
2,Eleanor Shellstrop,"Full disclosure, I forgot we were doing this new system."
2,Eleanor Shellstrop,I got off work early.
2,Eleanor Shellstrop,"I've been here for about an hour, and I'm already pretty drunk."
2,Betsy,Someone else will do it.
2,Eleanor Shellstrop,Good call.
2,Eleanor Shellstrop,Guess the only place I'll be driving is through the giant loophole in the system I accidentally discovered.
2,Eleanor Shellstrop,Whoo!
2,Tahani Al-Jamil,"I can't believe they've managed to mix one million flavors together, and yet, somehow, I can taste each individual one."
2,Tahani Al-Jamil,It's remarkable.
2,Michael,I got no-flavor.
2,Michael,"It's all I deserve, really."
2,Tahani Al-Jamil,No.
2,Michael,"Look, I� I appreciate you trying to cheer me up."
2,Michael,"I really do, but you don't understand."
2,Michael,This was the very first neighborhood that I got to design.
2,Michael,"It was my chance to prove myself, and now I've blown it."
2,Tahani Al-Jamil,"You know, sometimes a flaw can make something even more beautiful, like with Cindy Crawford and how short she is."
2,Michael,"Oh, Tahani, if I made one tiny mistake in my design, if there's a single glitch in the system, if even one blade of grass is angled a fraction of a degree off� the whole neighborhood is compromised."
2,Michael,Whose dog is that?
2,Michael,"Guys, whose dog is that?"
2,Michael,Whose dog is that?
2,Michael,"See, this is one of those glitches I was talking about."
2,Michael,"Nice try, puppy!"
2,Michael,Phew!
2,Michael,That was a close one.
2,Pevita,Teacup!
2,Pevita,"Hey, have you seen my dog?"
2,Eleanor Shellstrop,Shouldn't these be magical trash bags?
2,Janet,"Five more minutes, flyers!"
2,Janet,Five more minutes!
2,Eleanor Shellstrop,"Oh, man, really?"
2,Eleanor Shellstrop,"Janet, I'm finished with cleanup, and I'm ready to fly."
2,Eleanor Shellstrop,How do I start?
2,Janet,Hop on the launch pad and conjure an image that brings you pure joy.
2,Janet,Some people think of their wedding day or favorite vacation spot.
2,Eleanor Shellstrop,People puking on roller coasters.
2,Eleanor Shellstrop,People puking on roller coasters.
2,Eleanor Shellstrop,It's working!
2,Eleanor Shellstrop,Ow!
2,Eleanor Shellstrop,What the fork?
2,Eleanor Shellstrop,"Janet, any chance this is a scheduled trash storm?"
2,Michael,"So here's the situation, Pevita."
2,Michael,I kind of kicked your dog into the sun.
2,Michael,But I got her back.
2,Michael,Everything� everything seems fine.
2,Pevita,"Teacup, thank goodness you're okay."
2,Michael,"Everyone, it is merely a construct of a dog."
2,Michael,It feels no pain or joy or love.
2,Pevita,Teacup doesn't love me?
2,Michael,Oh!
2,Michael,"Oh, no, no, no, no, no, it definitely feels love."
2,Michael,Do you actually want a dog that loves you a little bit more?
2,Michael,Because I can kick her right back into the sun and get you another one just like that.
2,Pevita,No!
2,Michael,"Oh, boy."
2,Michael,I'm making things worse.
2,Tahani Al-Jamil,"Okay, all right, that's all right."
2,Tahani Al-Jamil,Breathe.
2,Tahani Al-Jamil,Breathe.
2,Tahani Al-Jamil,Do you breathe?
2,Tahani Al-Jamil,"If you do, then just breathe 'cause everything's fine, Michael, it's fine."
2,Pevita,It's raining garbage.
2,Pevita,Run!
2,Michael,"No, no, no, I'm gonna run this way."
2,Eleanor Shellstrop,Chidi!
2,Eleanor Shellstrop,Hey.
2,Eleanor Shellstrop,Before you say anything�
2,Eleanor Shellstrop,"That's it, I just don't want you to say anything."
2,Chidi Anagonye,What did you do?
2,Eleanor Shellstrop,Nothing!
2,Eleanor Shellstrop,It just started raining trash out of nowhere for no reason at all.
2,Eleanor Shellstrop,"Okay, fine, fine."
2,Eleanor Shellstrop,"My bag broke, and I ditched the trash instead of taking it all the way to the dumpster."
2,Eleanor Shellstrop,"But in my defense, there were only five minutes left in flying and I wanted to go flying."
2,Chidi Anagonye,How is that a defense?
2,Chidi Anagonye,You made a bad choice.
2,Eleanor Shellstrop,I made a bad choice?
2,Eleanor Shellstrop,"We could have literally been flying, and all you wanted to do was talk about morals."
2,Eleanor Shellstrop,"I mean, you're like the worst part of Superman."
2,Chidi Anagonye,This is a relief.
2,Chidi Anagonye,I can stop my deliberations.
2,Chidi Anagonye,"You're a selfish person, and it is pointless to help you."
2,Chidi Anagonye,You are on your own.
2,Antonio,"Oh, man."
2,Antonio,"How 'bout this trash storm, Gunnar?"
2,Gunnar,More cleaning up to do.
2,Antonio,It's a� it's a dream come true.
2,Antonio,We're okay!
2,Antonio,You can't die here.
2,Eleanor Shellstrop,"Come on, I mean, even you have to admit, those guys are psycho."
2,Michael,I don't know what's happening to me.
2,Michael,"I mean, it's my duty to be calm and in control and I'm falling apart."
2,Tahani Al-Jamil,"No, Michael, you are a paragon of fortitude."
2,Tahani Al-Jamil,You're a mountain of strength.
2,Michael,I'm not a mountain of strength.
2,Michael,I'm a canyon� full of poo-poo.
2,Tahani Al-Jamil,"Jianyu, the architect of this neighborhood has just referred to himself as a canyon full of poo-poo."
2,Tahani Al-Jamil,Surely now you will say something.
2,Tahani Al-Jamil,Grace us with your vocalized wisdom.
2,Tahani Al-Jamil,"Please, I'm begging you."
2,Michael,Oh.
2,Michael,"Yes, yes, I understand."
2,Michael,The strength is inside me.
2,Michael,It's been there all along.
2,Michael,"No, of course, I can overcome any obstacle."
2,Michael,"Oh, thank you, Jianyu, thank you."
2,Michael,I'm back.
2,Tahani Al-Jamil,You did it.
2,Tahani Al-Jamil,"Oh, you have so much to teach me."
2,Tahani Al-Jamil,"Maybe I should try to be silent, too."
2,Tahani Al-Jamil,"No really, look."
2,Tahani Al-Jamil,Here I go.
2,Tahani Al-Jamil,Oh!
2,Tahani Al-Jamil,That was wonderful!
2,Tahani Al-Jamil,So cleansing.
2,Kirk,"Just water tonight, huh?"
2,Kirk,Designated driver?
2,Eleanor Shellstrop,"Yeah, it sucks."
2,Kirk,I think it's awesome.
2,Kirk,"I mean, someone's got to do it, right?"
2,Kirk,I think it's a cool thing to do for people.
2,Eleanor Shellstrop,Yeah.
2,Eleanor Shellstrop,"No, I meant� I meant it sucks that I can't do it more often, you know?"
2,Eleanor Shellstrop,I actually prefer it to drinking.
2,Eleanor Shellstrop,"Staying sober and knowing my friends will get home safe, that's my buzz."
2,Eleanor Shellstrop,"Hey, guys, good news and bad news."
2,Eleanor Shellstrop,See that hot bartender over there?
2,Eleanor Shellstrop,"He's into me, and we're gonna bang it out."
2,Eleanor Shellstrop,"The bad news is, it means I can't drive you guys home."
2,Eleanor Shellstrop,But I did call a cab for you guys.
2,Eleanor Shellstrop,"But they recognized my number, and they didn't want to come."
2,Eleanor Shellstrop,I've thrown up in a lot of cabs.
2,Eleanor Shellstrop,So are we good here?
2,Betsy,"Eleanor, you have a very important choice to make."
